r_m,FD_J,exact_J
9.472398632144602001e-04,2.276754734600600600e+07,2.273257510533614457e+07
9.477283829995114496e-04,2.283693982996078953e+07,2.280186093069812655e+07
9.482169027845626990e-04,2.290654696309078112e+07,2.287136107510783151e+07
9.487054225696140569e-04,2.297636941555359960e+07,2.294107620769149065e+07
9.491939423546653064e-04,2.304640785961373150e+07,2.301100699967906624e+07
9.496824621397166643e-04,2.311666296964916959e+07,2.308115412441069633e+07
9.501709819247679137e-04,2.318713542215809971e+07,2.315151825734348595e+07
9.506595017098192716e-04,2.325782589576557279e+07,2.322210007605814189e+07
9.511480214948705211e-04,2.332873507123027742e+07,2.329290026026564464e+07
9.516365412799217705e-04,2.339986363145123050e+07,2.336391949181413278e+07
9.521250610649731284e-04,2.347121226147456467e+07,2.343515845469546691e+07
9.526135808500243779e-04,2.354278164850029349e+07,2.350661783505208045e+07
9.531021006350757357e-04,2.361457248188916594e+07,2.357829832118383795e+07
9.535906204201269852e-04,2.368658545316941291e+07,2.365020060355473682e+07
9.540791402051782347e-04,2.375882125604367629e+07,2.372232537479983270e+07
9.545676599902295925e-04,2.383128058639582619e+07,2.379467332973210514e+07
9.550561797752808420e-04,2.390396414229789004e+07,2.386724516534920782e+07
9.555446995603321999e-04,2.397687262401694059e+07,2.394004158084054291e+07
9.560332193453834494e-04,2.405000673402205482e+07,2.401306327759413049e+07
9.565217391304348072e-04,2.412336717699121684e+07,2.408631095920341834e+07
9.570102589154860567e-04,2.419695465981838852e+07,2.415978533147453889e+07
9.574987787005373062e-04,2.427076989162044600e+07,2.423348710243299231e+07
9.579872984855886640e-04,2.434481358374421299e+07,2.430741698233093321e+07
9.584758182706399135e-04,2.441908644977353886e+07,2.438157568365390226e+07
9.589643380556912714e-04,2.449358920553632826e+07,2.445596392112826183e+07
9.594528578407425208e-04,2.456832256911165640e+07,2.453058241172789037e+07
9.599413776257937703e-04,2.464328726083688438e+07,2.460543187468158826e+07
9.604298974108451282e-04,2.471848400331478566e+07,2.468051303148007020e+07
9.609184171958963776e-04,2.479391352142072096e+07,2.475582660588305816e+07
9.614069369809477355e-04,2.486957654230979457e+07,2.483137332392661646e+07
9.618954567659989850e-04,2.494547379542410001e+07,2.490715391393015906e+07
9.623839765510503429e-04,2.502160601249990240e+07,2.498316910650388151e+07
9.628724963361015923e-04,2.509797392757492512e+07,2.505941963455571979e+07
9.633610161211528418e-04,2.517457827699560672e+07,2.513590623329892009e+07
9.638495359062041997e-04,2.525141979942440987e+07,2.521262964025914297e+07
9.643380556912554491e-04,2.532849923584710807e+07,2.528959059528174996e+07
9.648265754763068070e-04,2.540581732958018780e+07,2.536678984053922445e+07
9.653150952613580565e-04,2.548337482627816498e+07,2.544422812053852901e+07
9.658036150464093059e-04,2.556117247394100949e+07,2.552190618212844431e+07
9.662921348314606638e-04,2.563921102292151749e+07,2.559982477450693026e+07
9.667806546165119133e-04,2.571749122593280673e+07,2.567798464922863245e+07
9.672691744015632712e-04,2.579601383805572242e+07,2.575638656021234021e+07
9.677576941866145206e-04,2.587477961674635485e+07,2.583503126374835521e+07
9.682462139716658785e-04,2.595378932184352726e+07,2.591391951850607991e+07
9.687347337567171280e-04,2.603304371557636186e+07,2.599305208554155752e+07
9.692232535417683774e-04,2.611254356257179379e+07,2.607242972830488160e+07
9.697117733268197353e-04,2.619228962986218184e+07,2.615205321264792606e+07
9.702002931118709848e-04,2.627228268689290434e+07,2.623192330683183670e+07
9.706888128969223426e-04,2.635252350552996993e+07,2.631204078153473511e+07
9.711773326819735921e-04,2.643301286006769538e+07,2.639240640985916927e+07
9.716658524670248416e-04,2.651375152723639086e+07,2.647302096734001860e+07
9.721543722520761995e-04,2.659474028621001169e+07,2.655388523195213825e+07
9.726428920371274489e-04,2.667597991861394793e+07,2.663499998411777988e+07
9.731314118221788068e-04,2.675747120853272825e+07,2.671636600671485439e+07
9.736199316072300563e-04,2.683921494251779839e+07,2.679798408508414403e+07
9.741084513922814141e-04,2.692121190959535912e+07,2.687985500703756139e+07
9.745969711773326636e-04,2.700346290127414837e+07,2.696197956286555529e+07
9.750854909623839131e-04,2.708596871155330166e+07,2.704435854534528777e+07
9.755740107474352709e-04,2.716873013693025336e+07,2.712699274974831194e+07
9.760625305324865204e-04,2.725174797640860453e+07,2.720988297384846583e+07
9.765510503175378783e-04,2.733502303150605410e+07,2.729303001792985946e+07
9.770395701025891277e-04,2.741855610626235604e+07,2.737643468479472399e+07
9.775280898876403772e-04,2.750234800724728405e+07,2.746009777977144718e+07
9.780166096726916267e-04,2.758639954356864840e+07,2.754402011072253436e+07
9.785051294577430930e-04,2.767071152688029036e+07,2.762820248805268109e+07
9.789936492427943424e-04,2.775528477139018476e+07,2.771264572471656278e+07
9.794821690278455919e-04,2.784012009386845678e+07,2.779735063622731343e+07
9.799706888128968413e-04,2.792521831365552917e+07,2.788231804066423699e+07
9.804592085979480908e-04,2.801058025267023593e+07,2.796754875868119299e+07
9.809477283829995571e-04,2.809620673541797325e+07,2.805304361351456866e+07
9.814362481680508066e-04,2.818209858899887651e+07,2.813880343099139258e+07
9.819247679531020560e-04,2.826825664311602712e+07,2.822482903953782097e+07
9.824132877381533055e-04,2.835468173008368909e+07,2.831112127018702775e+07
9.829018075232047718e-04,2.844137468483558297e+07,2.839768095658770576e+07
9.833903273082560213e-04,2.852833634493313730e+07,2.848450893501212820e+07
9.838788470933072707e-04,2.861556755057380348e+07,2.857160604436459020e+07
9.843673668783585202e-04,2.870306914459943771e+07,2.865897312618963420e+07
9.848558866634097696e-04,2.879084197250461578e+07,2.874661102468057349e+07
9.853444064484612359e-04,2.887888688244501874e+07,2.883452058668764681e+07
9.858329262335124854e-04,2.896720472524591163e+07,2.892270266172651201e+07
9.863214460185637349e-04,2.905579635441049933e+07,2.901115810198672488e+07
9.868099658036149843e-04,2.914466262612846866e+07,2.909988776234018803e+07
9.872984855886662338e-04,2.923380439928445593e+07,2.918889250034957007e+07
9.877870053737177001e-04,2.932322253546657041e+07,2.927817317627687752e+07
9.882755251587689495e-04,2.941291789897494018e+07,2.936773065309186280e+07
9.887640449438201990e-04,2.950289135683033243e+07,2.945756579648085684e+07
9.892525647288714485e-04,2.959314377878269553e+07,2.954767947485509887e+07
9.897410845139226979e-04,2.968367603731984273e+07,2.963807255935949832e+07
9.902296042989741642e-04,2.977448900767609105e+07,2.972874592388126627e+07
9.907181240840254137e-04,2.986558356784091890e+07,2.981970044505842030e+07
9.912066438690766632e-04,2.995696059856775403e+07,2.991093700228881463e+07
9.916951636541279126e-04,3.004862098338266090e+07,3.000245647773857042e+07
9.921836834391791621e-04,3.014056560859312490e+07,3.009425975635097548e+07
9.926722032242306284e-04,3.023279536329687387e+07,3.018634772585531697e+07
9.931607230092818778e-04,3.032531113939066604e+07,3.027872127677550167e+07
9.936492427943331273e-04,3.041811383157917485e+07,3.037138130243907124e+07
9.941377625793843768e-04,3.051120433738385513e+07,3.046432869898602739e+07
9.946262823644358431e-04,3.060458355715186894e+07,3.055756436537777632e+07
9.951148021494870925e-04,3.069825239406501129e+07,3.065108920340581983e+07
9.956033219345383420e-04,3.079221175414869934e+07,3.074490411770105362e+07
9.960918417195895914e-04,3.088646254628091678e+07,3.083901001574251056e+07
9.965803615046408409e-04,3.098100568220132962e+07,3.093340780786652490e+07
9.970688812896923072e-04,3.107584207652023435e+07,3.102809840727561340e+07
9.975574010747435567e-04,3.117097264672773331e+07,3.112308273004760593e+07
9.980459208597948061e-04,3.126639831320279464e+07,3.121836169514476508e+07
9.985344406448460556e-04,3.136211999922239035e+07,3.131393622442302108e+07
9.990229604298973051e-04,3.145813863097069412e+07,3.140980724264090508e+07
9.995114802149487714e-04,3.155445513754826412e+07,3.150597567746888474e+07
1.000000000000000021e-03,3.165107045098126307e+07,3.160244245949848741e+07
